id,plan_type,physical_supplier_id,month,occupation_target,occupation_target_adjust_ratio,create_time,update_time
1611974322862223417,1,0003000019,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223419,1,0003000019,2022-11,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223421,1,0003000019,2022-12,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223418,1,0003000019,2023-01,0.8,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223420,1,0003000019,2023-02,0.856,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223422,1,0003000019,2023-03,0.925,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322862223423,1,0003000019,2023-04,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322866417665,1,0003000019,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663879,1,0003000020,2022-07,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663880,1,0003000020,2022-08,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322975469625,1,0003000020,2022-09,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322975469626,1,0003000020,2022-10,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322975469628,1,0003000020,2022-11,0.865,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663875,1,0003000020,2022-12,0.875,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322975469627,1,0003000020,2023-01,0.877,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663874,1,0003000020,2023-02,0.864,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663876,1,0003000020,2023-03,0.919,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663877,1,0003000020,2023-04,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663878,1,0003000020,2023-05,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858180,1,0003000023,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858181,1,0003000023,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663925,1,0003000023,2022-09,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663926,1,0003000023,2022-10,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663928,1,0003000023,2022-11,0.262,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663930,1,0003000023,2022-12,0.295,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663927,1,0003000023,2023-01,0.209,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663929,1,0003000023,2023-02,0.15,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858177,1,0003000023,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858178,1,0003000023,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858179,1,0003000023,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663912,1,0003000025,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663913,1,0003000025,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663903,1,0003000025,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663904,1,0003000025,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663906,1,0003000025,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663908,1,0003000025,2022-12,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663905,1,0003000025,2023-01,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663907,1,0003000025,2023-02,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663909,1,0003000025,2023-03,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663910,1,0003000025,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663911,1,0003000025,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663901,1,0003000026,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663902,1,0003000026,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663892,1,0003000026,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663893,1,0003000026,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663895,1,0003000026,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663897,1,0003000026,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663894,1,0003000026,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663896,1,0003000026,2023-02,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663898,1,0003000026,2023-03,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663899,1,0003000026,2023-04,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322979663900,1,0003000026,2023-05,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858213,1,0003000028,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858214,1,0003000028,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858204,1,0003000028,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858205,1,0003000028,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858207,1,0003000028,2022-11,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858209,1,0003000028,2022-12,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858206,1,0003000028,2023-01,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858208,1,0003000028,2023-02,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858210,1,0003000028,2023-03,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858211,1,0003000028,2023-04,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858212,1,0003000028,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858202,1,0003000029,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858203,1,0003000029,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858193,1,0003000029,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858194,1,0003000029,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858196,1,0003000029,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858198,1,0003000029,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858195,1,0003000029,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858197,1,0003000029,2023-02,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858199,1,0003000029,2023-03,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858200,1,0003000029,2023-04,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322983858201,1,0003000029,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246824,1,0003000035,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246825,1,0003000035,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246815,1,0003000035,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246816,1,0003000035,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246818,1,0003000035,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246820,1,0003000035,2022-12,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246817,1,0003000035,2023-01,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246819,1,0003000035,2023-02,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246821,1,0003000035,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246822,1,0003000035,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322992246823,1,0003000035,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441124,1,0003000038,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441125,1,0003000038,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441115,1,0003000038,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441116,1,0003000038,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441118,1,0003000038,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441120,1,0003000038,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441117,1,0003000038,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441119,1,0003000038,2023-02,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441121,1,0003000038,2023-03,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441122,1,0003000038,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441123,1,0003000038,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441113,1,0003000039,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441114,1,0003000039,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441104,1,0003000039,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441105,1,0003000039,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441107,1,0003000039,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441109,1,0003000039,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441106,1,0003000039,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441108,1,0003000039,2023-02,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441110,1,0003000039,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441111,1,0003000039,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322996441112,1,0003000039,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052513,1,0003000040,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052514,1,0003000040,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052504,1,0003000040,2022-09,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052505,1,0003000040,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052507,1,0003000040,2022-11,0.966,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052509,1,0003000040,2022-12,0.901,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052506,1,0003000040,2023-01,0.744,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052508,1,0003000040,2023-02,0.736,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052510,1,0003000040,2023-03,0.884,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052511,1,0003000040,2023-04,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322988052512,1,0003000040,2023-05,1.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194907,1,0003000041,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194908,1,0003000041,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194898,1,0003000041,2022-09,0.233,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194899,1,0003000041,2022-10,0.7,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194901,1,0003000041,2022-11,0.597,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194903,1,0003000041,2022-12,0.626,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194900,1,0003000041,2023-01,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194902,1,0003000041,2023-02,0.609,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194904,1,0003000041,2023-03,0.681,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194905,1,0003000041,2023-04,0.657,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322883194906,1,0003000041,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000633,1,0003000044,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000634,1,0003000044,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000624,1,0003000044,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000625,1,0003000044,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000627,1,0003000044,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000629,1,0003000044,2022-12,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000626,1,0003000044,2023-01,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000628,1,0003000044,2023-02,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000630,1,0003000044,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000631,1,0003000044,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000632,1,0003000044,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389202,1,0003000049,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389203,1,0003000049,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389193,1,0003000049,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389194,1,0003000049,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389196,1,0003000049,2022-11,0.7,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389198,1,0003000049,2022-12,0.7,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389195,1,0003000049,2023-01,0.7,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389197,1,0003000049,2023-02,0.7,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389199,1,0003000049,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389200,1,0003000049,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389201,1,0003000049,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000600,1,0003000051,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000601,1,0003000051,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000591,1,0003000051,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000592,1,0003000051,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000594,1,0003000051,2022-11,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000596,1,0003000051,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000593,1,0003000051,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000595,1,0003000051,2023-02,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000597,1,0003000051,2023-03,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000598,1,0003000051,2023-04,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322879000599,1,0003000051,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389246,1,0003000053,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389247,1,0003000053,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389237,1,0003000053,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389238,1,0003000053,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389240,1,0003000053,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389242,1,0003000053,2022-12,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389239,1,0003000053,2023-01,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389241,1,0003000053,2023-02,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389243,1,0003000053,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389244,1,0003000053,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322887389245,1,0003000053,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583543,1,0003000056,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583544,1,0003000056,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583534,1,0003000056,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583535,1,0003000056,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583537,1,0003000056,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583539,1,0003000056,2022-12,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583536,1,0003000056,2023-01,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583538,1,0003000056,2023-02,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583540,1,0003000056,2023-03,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583541,1,0003000056,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583542,1,0003000056,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583532,1,0003000057,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583533,1,0003000057,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583523,1,0003000057,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583524,1,0003000057,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583526,1,0003000057,2022-11,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583528,1,0003000057,2022-12,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583525,1,0003000057,2023-01,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583527,1,0003000057,2023-02,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583529,1,0003000057,2023-03,0.4,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583530,1,0003000057,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974322891583531,1,0003000057,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412627,1,0003000064,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412628,1,0003000064,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412618,1,0003000064,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412619,1,0003000064,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412621,1,0003000064,2022-11,0.49,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412623,1,0003000064,2022-12,0.535,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412620,1,0003000064,2023-01,0.48,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412622,1,0003000064,2023-02,0.42,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412624,1,0003000064,2023-03,0.337,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412625,1,0003000064,2023-04,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412626,1,0003000064,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412616,1,0003000066,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412617,1,0003000066,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323013218364,1,0003000066,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323013218365,1,0003000066,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412610,1,0003000066,2022-11,0.818,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412612,1,0003000066,2022-12,0.855,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323013218366,1,0003000066,2023-01,0.705,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412611,1,0003000066,2023-02,0.879,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412613,1,0003000066,2023-03,0.873,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412614,1,0003000066,2023-04,0.5,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412615,1,0003000066,2023-05,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412649,1,0003000068,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412650,1,0003000068,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412640,1,0003000068,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412641,1,0003000068,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412643,1,0003000068,2022-11,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412645,1,0003000068,2022-12,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412642,1,0003000068,2023-01,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412644,1,0003000068,2023-02,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412646,1,0003000068,2023-03,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412647,1,0003000068,2023-04,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323017412648,1,0003000068,2023-05,0.6,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323021606934,1,0003000081,2022-07,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323021606935,1,0003000081,2022-08,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323021606925,1,0003000081,2022-09,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
1611974323021606926,1,0003000081,2022-10,0.0,1.0,2023-01-08 14:33:22,2023-01-08 14:33:22
