id,plan_type,physical_supplier_id,importance,performance,valid,create_time,update_time
1569948730931605568,1,0003002159,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605569,1,0003000298,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605570,1,0003001601,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605571,1,0003001756,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605572,1,0003001889,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605573,1,0003001861,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605574,1,0003000317,观察,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605575,1,0003002162,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605576,1,0003000638,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605577,1,0003002215,观察,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605578,1,0003002202,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605579,1,0003000670,观察,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605580,1,0003002253,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605581,1,0003000049,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605582,1,0003000030,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605583,1,0003001915,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605584,1,0003000051,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605585,1,0003000660,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605586,1,0003000103,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605587,1,0003001260,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605588,1,0003001496,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605589,1,0003001733,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605590,1,0003001911,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605591,1,0003000668,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605592,1,0003002093,战略,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605593,1,0003001227,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605594,1,0003000681,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605595,1,0003000300,战略,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605596,1,0003000322,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605597,1,0003001831,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605598,1,0003000025,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605599,1,0003000657,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605600,1,0003000023,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605601,1,0003001866,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605602,1,0003000664,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605603,1,0003001177,核心,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605604,1,0003001232,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605605,1,0003000067,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605606,1,0003000159,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605607,1,0003000053,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605608,1,0003000581,核心,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605609,1,0003002245,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605610,1,0003000068,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605611,1,0003001724,观察,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605612,1,0003002042,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605613,1,0003000035,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605614,1,0003001882,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605615,1,0003002163,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605616,1,0003002152,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605617,1,0003000044,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605618,1,0003000026,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605619,1,0003000627,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605620,1,0003000194,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605621,1,0003000087,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605622,1,0003000634,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605623,1,0003002201,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605624,1,0003000286,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605625,1,0003000066,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605626,1,0003002120,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605627,1,0003000039,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605628,1,0003001060,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605629,1,0003002226,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605630,1,0003000062,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605631,1,0003000183,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605632,1,0003002254,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605633,1,0003001885,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605634,1,0003000262,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605635,1,0003002211,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605636,1,0003002213,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605637,1,0003000546,培养,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605638,1,0003001249,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605639,1,0003000255,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605640,1,0003001673,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605641,1,0003000313,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605642,1,0003002102,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605643,1,0003000662,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605644,1,0003000273,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605645,1,0003000019,战略,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605646,1,0003000655,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605647,1,0003000563,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605648,1,0003000057,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605649,1,0003001477,观察,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605650,1,0003002171,观察,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605651,1,0003000001,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605652,1,0003000028,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605653,1,0003000217,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605654,1,0003001712,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605655,1,0003001251,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605656,1,0003002181,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605657,1,0003000190,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605658,1,0003001912,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605659,1,0003000284,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605660,1,0003002032,观察,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605661,1,0003000695,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605662,1,0003000333,战略,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605663,1,0003002241,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605664,1,0003002174,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605665,1,0003000612,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605666,1,0003000038,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605667,1,0003002198,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605668,1,0003001019,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605669,1,0003002182,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605670,1,0003000630,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605671,1,0003001801,培养,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605672,1,0003002100,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605673,1,0003000680,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605674,1,0003000651,战略,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605675,1,0003001221,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605676,1,0003001637,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605677,1,0003001894,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605678,1,0003001770,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605679,1,0003000029,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605680,1,0003000127,培养,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605681,1,0003002012,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605682,1,0003000291,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605683,1,0003001817,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605684,1,0003000691,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605685,1,0003002090,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605686,1,0003002061,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605687,1,0003002029,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605688,1,0003001022,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605689,1,0003001220,观察,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605690,1,0003000576,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605691,1,0003001052,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605692,1,0003001142,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605693,1,0003000711,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605694,1,0003000594,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605695,1,0003001538,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605696,1,0003000678,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605697,1,0003001881,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605698,1,0003000666,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605699,1,0003001181,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605700,1,0003001544,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605701,1,0003000608,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605702,1,0003001195,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605703,1,0003001445,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605704,1,0003000177,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605705,1,0003001890,合格,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605706,1,0003000658,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605707,1,0003001217,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605708,1,0003000659,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605709,1,0003002016,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605710,1,0003002177,观察,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605711,1,0003000161,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605712,1,0003000712,核心,B,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605713,1,0003001192,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605714,1,0003002183,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605715,1,0003000157,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605716,1,0003001528,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605717,1,0003002111,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605718,1,0003001757,培养,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605719,1,0003001960,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605720,1,0003001184,合格,D,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605721,1,0003000247,核心,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605722,1,0003000611,合格,C,1,2022-09-14 15:18:40,2023-01-08 14:33:19
1569948730931605723,1,0003001940,合格,A,1,2022-09-14 15:18:40,2023-01-08 14:33:19
