id,plan_type,physical_supplier_id,label_key,label_value,label_priority,create_time,update_time
1597772133062623264,2,0003000001,special_label,扎/吊染,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132311842869,2,0003000019,age_group,婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457410,2,0003000019,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037141,2,0003000019,brand,Mini巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037129,2,0003000019,brand,巴拉巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037122,2,0003000019,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037142,2,0003000019,channel,Mini巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037143,2,0003000019,channel,Mini巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037130,2,0003000019,channel,巴拉巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037131,2,0003000019,channel,巴拉巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037123,2,0003000019,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037124,2,0003000019,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132311842870,2,0003000019,fabric_category,针织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133062623251,2,0003000019,ip,迪士尼,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037148,2,0003000019,item_category,Mini巴拉针织便服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037147,2,0003000019,item_category,Mini巴拉针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037152,2,0003000019,item_category,Mini巴拉针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037149,2,0003000019,item_category,Mini巴拉针织棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037146,2,0003000019,item_category,Mini巴拉针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037150,2,0003000019,item_category,Mini巴拉针织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037144,2,0003000019,item_category,Mini巴拉针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037151,2,0003000019,item_category,Mini巴拉针织连体衣,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037145,2,0003000019,item_category,Mini巴拉针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037136,2,0003000019,item_category,巴拉巴拉针织便服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037135,2,0003000019,item_category,巴拉巴拉针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037140,2,0003000019,item_category,巴拉巴拉针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037137,2,0003000019,item_category,巴拉巴拉针织棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037134,2,0003000019,item_category,巴拉巴拉针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037138,2,0003000019,item_category,巴拉巴拉针织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037132,2,0003000019,item_category,巴拉巴拉针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037139,2,0003000019,item_category,巴拉巴拉针织连体衣,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037133,2,0003000019,item_category,巴拉巴拉针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037128,2,0003000019,item_category,森马针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037127,2,0003000019,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037125,2,0003000019,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037126,2,0003000019,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132316037121,2,0003000019,special_label,四针六线,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132311842871,2,0003000019,special_label,扎/吊染,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457411,2,0003000020,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221338,2,0003000020,brand,巴拉巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221331,2,0003000020,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221340,2,0003000020,channel,巴拉巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221339,2,0003000020,channel,巴拉巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221333,2,0003000020,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221332,2,0003000020,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221330,2,0003000020,fabric_category,针织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221344,2,0003000020,item_category,巴拉巴拉针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221345,2,0003000020,item_category,巴拉巴拉针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221343,2,0003000020,item_category,巴拉巴拉针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221341,2,0003000020,item_category,巴拉巴拉针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221342,2,0003000020,item_category,巴拉巴拉针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221337,2,0003000020,item_category,森马针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221336,2,0003000020,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221334,2,0003000020,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221335,2,0003000020,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027025,2,0003000023,age_group,婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457412,2,0003000023,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027027,2,0003000023,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027035,2,0003000023,brand,马卡乐,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027029,2,0003000023,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027028,2,0003000023,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027037,2,0003000023,channel,马卡乐线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027036,2,0003000023,channel,马卡乐线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027026,2,0003000023,fabric_category,牛仔,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027034,2,0003000023,item_category,森马牛仔牛仔上装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027033,2,0003000023,item_category,森马牛仔牛仔下装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027041,2,0003000023,item_category,马卡乐牛仔便服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027045,2,0003000023,item_category,马卡乐牛仔套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027042,2,0003000023,item_category,马卡乐牛仔棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027039,2,0003000023,item_category,马卡乐牛仔牛仔上装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027040,2,0003000023,item_category,马卡乐牛仔牛仔下装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027046,2,0003000023,item_category,马卡乐牛仔衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027044,2,0003000023,item_category,马卡乐牛仔裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027038,2,0003000023,item_category,马卡乐牛仔裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027043,2,0003000023,item_category,马卡乐牛仔马甲,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027032,2,0003000023,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027030,2,0003000023,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132618027031,2,0003000023,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457413,2,0003000025,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648525,2,0003000025,brand,Mini巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648522,2,0003000025,brand,巴拉巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648517,2,0003000025,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648526,2,0003000025,channel,Mini巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648523,2,0003000025,channel,巴拉巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648518,2,0003000025,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648516,2,0003000025,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133075206174,2,0003000025,fabric_category,针织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648527,2,0003000025,item_category,Mini巴拉梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133075206177,2,0003000025,item_category,Mini巴拉针织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648524,2,0003000025,item_category,巴拉巴拉梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133075206176,2,0003000025,item_category,巴拉巴拉针织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648521,2,0003000025,item_category,森马梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133075206175,2,0003000025,item_category,森马针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648520,2,0003000025,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132307648519,2,0003000025,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457414,2,0003000026,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221347,2,0003000026,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221349,2,0003000026,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221348,2,0003000026,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221346,2,0003000026,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221352,2,0003000026,item_category,森马梭织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221351,2,0003000026,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221350,2,0003000026,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457415,2,0003000028,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132282482743,2,0003000028,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132282482744,2,0003000028,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132282482742,2,0003000028,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133075206178,2,0003000028,item_category,森马梭织外套,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132286676996,2,0003000028,item_category,森马梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132286676995,2,0003000028,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132286676993,2,0003000028,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132286676994,2,0003000028,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457416,2,0003000029,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221355,2,0003000029,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221356,2,0003000029,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221353,2,0003000029,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221361,2,0003000029,item_category,森马梭织外套,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221362,2,0003000029,item_category,森马梭织棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221363,2,0003000029,item_category,森马梭织羽绒服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221360,2,0003000029,item_category,森马梭织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221359,2,0003000029,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221357,2,0003000029,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221358,2,0003000029,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221354,2,0003000029,special_label,轻薄羽绒,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457417,2,0003000035,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221365,2,0003000035,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221366,2,0003000035,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221364,2,0003000035,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132626415617,2,0003000035,item_category,森马梭织外套,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132626415619,2,0003000035,item_category,森马梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221370,2,0003000035,item_category,森马梭织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132626415618,2,0003000035,item_category,森马梭织西服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221369,2,0003000035,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221367,2,0003000035,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132622221368,2,0003000035,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457418,2,0003000038,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742260,2,0003000038,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742261,2,0003000038,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742259,2,0003000038,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742263,2,0003000038,item_category,森马梭织外套,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936514,2,0003000038,item_category,森马梭织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742264,2,0003000038,item_category,森马梭织棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742265,2,0003000038,item_category,森马梭织羽绒服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936515,2,0003000038,item_category,森马梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742266,2,0003000038,item_category,森马梭织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132827742262,2,0003000038,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457419,2,0003000039,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936517,2,0003000039,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936518,2,0003000039,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936516,2,0003000039,fabric_category,梭织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936521,2,0003000039,item_category,森马梭织衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936520,2,0003000039,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132831936519,2,0003000039,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705492,2,0003000040,age_group,婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457420,2,0003000040,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705511,2,0003000040,brand,Mini巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705502,2,0003000040,brand,巴拉巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705495,2,0003000040,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457421,2,0003000040,brand,马卡乐,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705513,2,0003000040,channel,Mini巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705512,2,0003000040,channel,Mini巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705504,2,0003000040,channel,巴拉巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705503,2,0003000040,channel,巴拉巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705497,2,0003000040,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705496,2,0003000040,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457423,2,0003000040,channel,马卡乐线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457422,2,0003000040,channel,马卡乐线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705494,2,0003000040,fabric_category,针织,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705493,2,0003000040,ip,迪士尼,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705517,2,0003000040,item_category,Mini巴拉针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132269899778,2,0003000040,item_category,Mini巴拉针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705516,2,0003000040,item_category,Mini巴拉针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133071011853,2,0003000040,item_category,Mini巴拉针织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705514,2,0003000040,item_category,Mini巴拉针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132269899779,2,0003000040,item_category,Mini巴拉针织连体衣,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705515,2,0003000040,item_category,Mini巴拉针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705508,2,0003000040,item_category,巴拉巴拉针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705509,2,0003000040,item_category,巴拉巴拉针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705507,2,0003000040,item_category,巴拉巴拉针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133071011852,2,0003000040,item_category,巴拉巴拉针织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705505,2,0003000040,item_category,巴拉巴拉针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705510,2,0003000040,item_category,巴拉巴拉针织连体衣,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705506,2,0003000040,item_category,巴拉巴拉针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705501,2,0003000040,item_category,森马针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457427,2,0003000040,item_category,马卡乐针织卫衣/T恤,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133058428935,2,0003000040,item_category,马卡乐针织套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457426,2,0003000040,item_category,马卡乐针织背心,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133071011854,2,0003000040,item_category,马卡乐针织裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457424,2,0003000040,item_category,马卡乐针织裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457428,2,0003000040,item_category,马卡乐针织连体衣,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457425,2,0003000040,item_category,马卡乐针织针织大类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705500,2,0003000040,sex,中,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705498,2,0003000040,sex,女,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132265705499,2,0003000040,sex,男,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425739,2,0003000041,age_group,婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133037457429,2,0003000041,age_group,非婴童,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425751,2,0003000041,brand,巴拉巴拉,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425743,2,0003000041,brand,森马,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425760,2,0003000041,brand,马卡乐,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425753,2,0003000041,channel,巴拉巴拉线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425752,2,0003000041,channel,巴拉巴拉线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425745,2,0003000041,channel,森马线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425744,2,0003000041,channel,森马线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425762,2,0003000041,channel,马卡乐线上,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425761,2,0003000041,channel,马卡乐线下,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425741,2,0003000041,fabric_category,牛仔,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425740,2,0003000041,ip,迪士尼,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133066817577,2,0003000041,item_category,巴拉巴拉牛仔套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425757,2,0003000041,item_category,巴拉巴拉牛仔棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425755,2,0003000041,item_category,巴拉巴拉牛仔牛仔上装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425756,2,0003000041,item_category,巴拉巴拉牛仔牛仔下装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133066817575,2,0003000041,item_category,巴拉巴拉牛仔衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425759,2,0003000041,item_category,巴拉巴拉牛仔裙类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425754,2,0003000041,item_category,巴拉巴拉牛仔裤类,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425758,2,0003000041,item_category,巴拉巴拉牛仔马甲,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425750,2,0003000041,item_category,森马牛仔牛仔上装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425749,2,0003000041,item_category,森马牛仔牛仔下装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133066817578,2,0003000041,item_category,马卡乐牛仔套装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425766,2,0003000041,item_category,马卡乐牛仔棉服,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425764,2,0003000041,item_category,马卡乐牛仔牛仔上装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772132324425765,2,0003000041,item_category,马卡乐牛仔牛仔下装,0,2022-11-30 09:58:56,2022-11-30 09:58:56
1597772133066817576,2,0003000041,item_category,马卡乐牛仔衬衫,0,2022-11-30 09:58:56,2022-11-30 09:58:56
