demand_id,item_id,fabric_category,max_production_limit,min_production_period,max_production_period,arrival_date,type,priority,history_supplier_id,algo_finished,algo_physical_supplier_id,designated_physical_supplier_id,forced_using_private_capacity,shared_capacity_availability,valid,create_time,update_time,manual_arrival_date,advancement_candidate
1575328893408178193,208123121202,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893408178194,208123121202,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893408178195,208123108201,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566785,208123108201,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566786,208123121001,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566787,208123121001,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566788,208123121101,针织,1,-1,-1,2022-08-01,订货单,黄单,0003000040,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566789,208123121101,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000040,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566790,208123121101,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000040,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566791,208123121102,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566792,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566793,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566798,208123106202,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000658,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566799,208123106202,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000658,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566800,208123104101,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000019,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566801,208123104101,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000019,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566802,208123104101,针织,1,-1,-1,2022-08-01,订货单,绿单,0003000019,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566803,208123121201,针织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566804,208123104102,针织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566805,208123104102,针织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566806,208123121202,针织,1,-1,-1,2022-08-01,订货单,黄单,0003001528,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566807,208123121202,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001528,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893416566808,208123108201,针织,1,-1,-1,2022-08-01,订货单,黄单,0003001644,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761090,208123108201,针织,1,-1,-1,2022-08-01,订货单,绿单,0003001644,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761091,208123103002,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761092,208123103002,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761098,208123103007,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003000594,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761099,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761100,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761101,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761102,208123105101,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893420761103,201123108013,牛仔,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池,1,2022-11-30 09:58:55,2022-11-30 09:58:55,0,0
1575328893420761104,201123108013,牛仔,2,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池,1,2022-11-30 09:58:55,2022-11-30 09:58:55,0,0
1575328893424955394,201123108013,牛仔,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池,1,2022-11-30 09:58:55,2022-11-30 09:58:55,0,0
1575328893424955395,201123108013,牛仔,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池,1,2022-11-30 09:58:55,2022-11-30 09:58:55,0,0
1575328893424955396,201123108013,牛仔,1,-1,-1,2022-08-01,订货单,蓝单,EMPTY,0,EMPTY,EMPTY,0,品种细分池,1,2022-11-30 09:58:55,2022-11-30 09:58:55,0,0
1575328893424955397,208123106001,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955398,208123106001,梭织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955399,208123105001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955400,208123105001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955401,208123103007,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955402,208123103101,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003000594,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955403,208123103101,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955404,208123103101,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955405,208123103202,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003000594,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955406,208123103202,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893424955407,208123103202,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149698,208123111005,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149699,208123111005,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149700,208123111005,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000594,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149701,208123103001,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000611,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149702,208123103001,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000611,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149705,208123103003,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149706,208123103006,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003000617,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149707,208123103006,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000617,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149708,208123103006,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000617,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149712,208123111010,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003000691,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149713,208123111010,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000691,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149714,208123111010,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003000691,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149715,208123103005,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149716,208123103005,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149717,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149718,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149719,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149720,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149721,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149722,208123103201,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149723,208123103204,毛织,1,-1,-1,2022-08-01,订货单,黄单,0003001227,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149724,208123103204,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149725,208123103204,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149726,208123111007,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149727,208123111007,毛织,1,-1,-1,2022-08-01,订货单,绿单,0003001227,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893429149733,208123111008,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344002,208123111008,毛织,1,-1,-1,2022-08-01,订货单,绿单,EMPTY,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344003,208123105001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344004,208123105001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344005,208123107201,梭织,2,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344006,208123107201,梭织,2,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344007,208123107201,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344008,208123107201,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000651,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344009,200123100004,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344010,201123121106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344011,201123121106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344012,201123121106,针织,1,-1,-1,2022-08-01,订货单,蓝单,0003000333,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344013,208123101001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344014,208123101001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344015,208123101001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344016,208123101001,梭织,1,-1,-1,2022-08-01,订货单,绿单,0003000661,0,EMPTY,EMPTY,0,品种细分池-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
1575328893433344017,208123106201,梭织,1,-1,-1,2022-08-01,订货单,黄单,0003000661,0,EMPTY,EMPTY,0,渠道-强制,1,2022-11-30 09:58:55,2022-11-30 09:59:02,0,0
