id,plan_type,physical_supplier_id,fabric_category,date,max_line_limit,history_daily_occupation,create_time,update_time
1597772143351250972,2,0003000000,梭织,2022-09-29,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143359639567,2,0003000000,梭织,2022-09-30,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143372222479,2,0003000000,梭织,2022-10-08,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143506440233,2,0003000000,梭织,2022-10-10,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143519023118,2,0003000000,梭织,2022-10-11,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143527411743,2,0003000000,梭织,2022-10-12,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143535800358,2,0003000000,梭织,2022-10-13,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143548383264,2,0003000000,梭织,2022-10-14,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143556771876,2,0003000000,梭织,2022-10-15,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143565160488,2,0003000000,梭织,2022-10-17,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143573549102,2,0003000000,梭织,2022-10-18,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143581937713,2,0003000000,梭织,2022-10-19,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143703572502,2,0003000000,梭织,2022-10-20,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143711961130,2,0003000000,梭织,2022-10-21,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143724544016,2,0003000000,梭织,2022-10-22,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143732932641,2,0003000000,梭织,2022-10-24,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143745515523,2,0003000000,梭织,2022-10-25,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143753904135,2,0003000000,梭织,2022-10-26,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143762292749,2,0003000000,梭织,2022-10-27,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143770681360,2,0003000000,梭织,2022-10-28,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143779069976,2,0003000000,梭织,2022-10-29,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143888121874,2,0003000000,梭织,2022-10-31,3,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143900704781,2,0003000000,梭织,2022-11-01,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143909093409,2,0003000000,梭织,2022-11-02,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143917482029,2,0003000000,梭织,2022-11-03,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143925870643,2,0003000000,梭织,2022-11-04,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143938453508,2,0003000000,梭织,2022-11-05,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143946842122,2,0003000000,梭织,2022-11-07,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143955230734,2,0003000000,梭织,2022-11-08,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143963619349,2,0003000000,梭织,2022-11-09,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144085254147,2,0003000000,梭织,2022-11-10,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144093642776,2,0003000000,梭织,2022-11-11,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144102031403,2,0003000000,梭织,2022-11-12,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144114614291,2,0003000000,梭织,2022-11-14,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144123002921,2,0003000000,梭织,2022-11-15,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144131391540,2,0003000000,梭织,2022-11-16,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144143974405,2,0003000000,梭织,2022-11-17,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144152363019,2,0003000000,梭织,2022-11-18,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144160751634,2,0003000000,梭织,2022-11-19,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144169140247,2,0003000000,梭织,2022-11-21,2,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144290775079,2,0003000000,梭织,2022-11-22,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144303357956,2,0003000000,梭织,2022-11-23,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144311746570,2,0003000000,梭织,2022-11-24,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144320135184,2,0003000000,梭织,2022-11-25,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144328523798,2,0003000000,梭织,2022-11-26,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144336912412,2,0003000000,梭织,2022-11-28,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144345301025,2,0003000000,梭织,2022-11-29,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144353689639,2,0003000000,梭织,2022-11-30,2,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144362078252,2,0003000000,梭织,2022-12-01,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144487907360,2,0003000000,梭织,2022-12-02,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144500490243,2,0003000000,梭织,2022-12-03,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144508878867,2,0003000000,梭织,2022-12-05,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144517267486,2,0003000000,梭织,2022-12-06,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144525656095,2,0003000000,梭织,2022-12-07,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144534044705,2,0003000000,梭织,2022-12-08,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144542433315,2,0003000000,梭织,2022-12-09,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144550821926,2,0003000000,梭织,2022-12-10,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144559210535,2,0003000000,梭织,2022-12-12,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144701816845,2,0003000000,梭织,2022-12-13,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144710205467,2,0003000000,梭织,2022-12-14,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144718594092,2,0003000000,梭织,2022-12-15,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144731176967,2,0003000000,梭织,2022-12-16,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144739565578,2,0003000000,梭织,2022-12-17,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144747954188,2,0003000000,梭织,2022-12-19,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144756342797,2,0003000000,梭织,2022-12-20,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144764731407,2,0003000000,梭织,2022-12-21,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144773120016,2,0003000000,梭织,2022-12-22,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144781508627,2,0003000000,梭织,2022-12-23,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144919920647,2,0003000000,梭织,2022-12-24,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144928309272,2,0003000000,梭织,2022-12-26,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144936697895,2,0003000000,梭织,2022-12-27,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144945086506,2,0003000000,梭织,2022-12-28,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144953475115,2,0003000000,梭织,2022-12-29,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144961863727,2,0003000000,梭织,2022-12-30,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144970252335,2,0003000000,梭织,2022-12-31,17334,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772143372222481,2,0003000001,针织,2022-10-08,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143506440235,2,0003000001,针织,2022-10-10,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143519023120,2,0003000001,针织,2022-10-11,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143527411745,2,0003000001,针织,2022-10-12,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143535800360,2,0003000001,针织,2022-10-13,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143548383266,2,0003000001,针织,2022-10-14,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143556771878,2,0003000001,针织,2022-10-15,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143565160490,2,0003000001,针织,2022-10-17,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143573549104,2,0003000001,针织,2022-10-18,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143581937715,2,0003000001,针织,2022-10-19,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143703572504,2,0003000001,针织,2022-10-20,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143711961132,2,0003000001,针织,2022-10-21,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143724544018,2,0003000001,针织,2022-10-22,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143732932643,2,0003000001,针织,2022-10-24,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143745515525,2,0003000001,针织,2022-10-25,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143753904137,2,0003000001,针织,2022-10-26,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143762292751,2,0003000001,针织,2022-10-27,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143770681362,2,0003000001,针织,2022-10-28,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143779069978,2,0003000001,针织,2022-10-29,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143888121876,2,0003000001,针织,2022-10-31,1,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143900704783,2,0003000001,针织,2022-11-01,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143909093411,2,0003000001,针织,2022-11-02,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143917482031,2,0003000001,针织,2022-11-03,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143925870645,2,0003000001,针织,2022-11-04,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143938453510,2,0003000001,针织,2022-11-05,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143946842124,2,0003000001,针织,2022-11-07,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143955230736,2,0003000001,针织,2022-11-08,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772143963619351,2,0003000001,针织,2022-11-09,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144085254149,2,0003000001,针织,2022-11-10,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144093642778,2,0003000001,针织,2022-11-11,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144102031405,2,0003000001,针织,2022-11-12,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144114614293,2,0003000001,针织,2022-11-14,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144123002923,2,0003000001,针织,2022-11-15,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144131391542,2,0003000001,针织,2022-11-16,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144143974407,2,0003000001,针织,2022-11-17,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144152363021,2,0003000001,针织,2022-11-18,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144160751636,2,0003000001,针织,2022-11-19,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144169140249,2,0003000001,针织,2022-11-21,5,0,2022-11-30 09:58:58,2022-11-30 09:58:58
1597772144290775081,2,0003000001,针织,2022-11-22,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144303357958,2,0003000001,针织,2022-11-23,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144311746572,2,0003000001,针织,2022-11-24,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144320135186,2,0003000001,针织,2022-11-25,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144328523800,2,0003000001,针织,2022-11-26,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144336912414,2,0003000001,针织,2022-11-28,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144345301027,2,0003000001,针织,2022-11-29,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144353689641,2,0003000001,针织,2022-11-30,5,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144362078254,2,0003000001,针织,2022-12-01,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144487907362,2,0003000001,针织,2022-12-02,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144500490245,2,0003000001,针织,2022-12-03,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144508878869,2,0003000001,针织,2022-12-05,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144517267488,2,0003000001,针织,2022-12-06,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144525656097,2,0003000001,针织,2022-12-07,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144534044707,2,0003000001,针织,2022-12-08,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144542433317,2,0003000001,针织,2022-12-09,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144550821928,2,0003000001,针织,2022-12-10,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144559210537,2,0003000001,针织,2022-12-12,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144701816847,2,0003000001,针织,2022-12-13,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144710205469,2,0003000001,针织,2022-12-14,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144718594094,2,0003000001,针织,2022-12-15,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144731176969,2,0003000001,针织,2022-12-16,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144739565580,2,0003000001,针织,2022-12-17,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144747954190,2,0003000001,针织,2022-12-19,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144756342799,2,0003000001,针织,2022-12-20,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144764731409,2,0003000001,针织,2022-12-21,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144773120018,2,0003000001,针织,2022-12-22,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144907337731,2,0003000001,针织,2022-12-23,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144919920649,2,0003000001,针织,2022-12-24,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144928309274,2,0003000001,针织,2022-12-26,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144936697897,2,0003000001,针织,2022-12-27,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144945086508,2,0003000001,针织,2022-12-28,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144953475117,2,0003000001,针织,2022-12-29,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144961863729,2,0003000001,针织,2022-12-30,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772144970252337,2,0003000001,针织,2022-12-31,47667,0,2022-11-30 09:58:59,2022-11-30 09:58:59
1597772153719570445,2,0003000001,针织,2023-01-02,10,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153723764783,2,0003000001,针织,2023-01-03,10,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153732153349,2,0003000001,针织,2023-01-04,10,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153736347661,2,0003000001,针织,2023-01-05,10,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153740541977,2,0003000001,针织,2023-01-06,10,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153744736290,2,0003000001,针织,2023-02-06,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153748930605,2,0003000001,针织,2023-02-07,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153757319176,2,0003000001,针织,2023-02-08,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153761513491,2,0003000001,针织,2023-02-09,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153765707806,2,0003000001,针织,2023-02-10,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153769902120,2,0003000001,针织,2023-02-11,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153774096436,2,0003000001,针织,2023-02-13,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153782485001,2,0003000001,针织,2023-02-14,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153786679315,2,0003000001,针织,2023-02-15,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153790873631,2,0003000001,针织,2023-02-16,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153795067945,2,0003000001,针织,2023-02-17,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153916702728,2,0003000001,针织,2023-02-18,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153920897043,2,0003000001,针织,2023-02-20,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153925091363,2,0003000001,针织,2023-02-21,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153929285679,2,0003000001,针织,2023-02-22,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153937674243,2,0003000001,针织,2023-02-23,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153941868560,2,0003000001,针织,2023-02-24,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153946062875,2,0003000001,针织,2023-02-25,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153950257189,2,0003000001,针织,2023-02-27,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153954451504,2,0003000001,针织,2023-02-28,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153962840072,2,0003000001,针织,2023-03-01,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153967034386,2,0003000001,针织,2023-03-02,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153971228702,2,0003000001,针织,2023-03-03,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153975423017,2,0003000001,针织,2023-03-04,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153979617331,2,0003000001,针织,2023-03-06,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153988005896,2,0003000001,针织,2023-03-07,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772153992200213,2,0003000001,针织,2023-03-08,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154097057820,2,0003000001,针织,2023-03-09,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154101252134,2,0003000001,针织,2023-03-10,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154105446449,2,0003000001,针织,2023-03-11,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154113835019,2,0003000001,针织,2023-03-13,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154118029334,2,0003000001,针织,2023-03-14,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154122223649,2,0003000001,针织,2023-03-15,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154126417963,2,0003000001,针织,2023-03-16,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154134806529,2,0003000001,针织,2023-03-17,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154139000845,2,0003000001,针织,2023-03-18,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154143195160,2,0003000001,针织,2023-03-20,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154147389475,2,0003000001,针织,2023-03-21,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154151583790,2,0003000001,针织,2023-03-22,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154159972356,2,0003000001,针织,2023-03-23,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154164166671,2,0003000001,针织,2023-03-24,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154168360986,2,0003000001,针织,2023-03-25,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154289995780,2,0003000001,针织,2023-03-27,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154298384386,2,0003000001,针织,2023-03-28,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
1597772154302578708,2,0003000001,针织,2023-03-29,5,0,2022-11-30 09:59:01,2022-11-30 09:59:01
