id,plan_type,supplier_id,month,max_line_limit,planned_capacity,available_capacity,extra_order_occupied_capacity,capacity_reservation_ratio,capacity_override_ratio,valid,create_time,update_time
1575382339591139382,2,1573619390195232770,2023-03,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591139383,2,1573619390195232770,2023-04,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591139384,2,1573619390195232770,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547752,2,1573619390195232770,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304279336906854,2,1573619390195232770,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:04,2022-11-30 09:58:59
1575382339591139387,2,1573619390195232770,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591139388,2,1573619390195232770,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591139389,2,1573619390195232770,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591139390,2,1573619390195232770,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399393006252644,2,1573619390195232770,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620752287068251,2,1573619390207815681,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068252,2,1573619390207815681,2022-09,0,12,14,0,0.0,1.167,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068253,2,1573619390207815681,2022-10,0,12,14,0,0.0,1.167,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068254,2,1573619390207815681,2022-11,0,12,14,0,0.0,1.167,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068255,2,1573619390207815681,2022-12,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382339217846883,2,1573619390207815681,2023-01,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846884,2,1573619390207815681,2023-02,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846885,2,1573619390207815681,2023-03,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846886,2,1573619390207815681,2023-04,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846887,2,1573619390207815681,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547718,2,1573619390207815681,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304279336906786,2,1573619390207815681,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:04,2022-11-30 09:58:59
1575382339217846890,2,1573619390207815681,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846891,2,1573619390207815681,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846892,2,1573619390207815681,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846893,2,1573619390207815681,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399393006252236,2,1573619390207815681,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620752287068451,2,1573619390212009985,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068452,2,1573619390212009985,2022-09,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068453,2,1573619390212009985,2022-10,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068454,2,1573619390212009985,2022-11,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068455,2,1573619390212009985,2022-12,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382339591140139,2,1573619390212009985,2023-01,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140140,2,1573619390212009985,2023-02,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140141,2,1573619390212009985,2023-03,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140142,2,1573619390212009985,2023-04,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140143,2,1573619390212009985,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547821,2,1573619390212009985,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304279336906992,2,1573619390212009985,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:04,2022-11-30 09:58:59
1575382339591140146,2,1573619390212009985,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140147,2,1573619390212009985,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140148,2,1573619390212009985,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339591140149,2,1573619390212009985,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399393358574008,2,1573619390212009985,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620752287069011,2,1573619390325256193,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287069012,2,1573619390325256193,2022-09,0,35,43,0,0.0,1.229,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287069013,2,1573619390325256193,2022-10,0,35,43,0,0.0,1.229,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287069014,2,1573619390325256193,2022-11,0,35,43,0,0.0,1.229,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287069015,2,1573619390325256193,2022-12,0,35,43,0,0.0,1.229,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382337665954026,2,1573619390325256193,2023-01,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954027,2,1573619390325256193,2023-02,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954028,2,1573619390325256193,2023-03,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954029,2,1573619390325256193,2023-04,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954030,2,1573619390325256193,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547230,2,1573619390325256193,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304278980390971,2,1573619390325256193,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:03,2022-11-30 09:58:59
1575382337665954033,2,1573619390325256193,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954034,2,1573619390325256193,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954035,2,1573619390325256193,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382337665954036,2,1573619390325256193,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399390514835805,2,1573619390325256193,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:38,2022-11-30 09:58:59
1573620752287068621,2,1573619390333644801,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068622,2,1573619390333644801,2022-09,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068623,2,1573619390333644801,2022-10,0,19,23,0,0.0,1.211,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068624,2,1573619390333644801,2022-11,0,19,23,0,0.0,1.211,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068625,2,1573619390333644801,2022-12,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382338911662219,2,1573619390333644801,2023-01,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662220,2,1573619390333644801,2023-02,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662221,2,1573619390333644801,2023-03,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662222,2,1573619390333644801,2023-04,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662223,2,1573619390333644801,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547636,2,1573619390333644801,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304278980391783,2,1573619390333644801,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:03,2022-11-30 09:58:59
1575382338911662226,2,1573619390333644801,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662227,2,1573619390333644801,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662228,2,1573619390333644801,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338911662229,2,1573619390333644801,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399392523907293,2,1573619390333644801,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620752287068811,2,1573619390337839105,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068812,2,1573619390337839105,2022-09,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068813,2,1573619390337839105,2022-10,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068814,2,1573619390337839105,2022-11,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620752287068815,2,1573619390337839105,2022-12,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382339217846531,2,1573619390337839105,2023-01,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846532,2,1573619390337839105,2023-02,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846533,2,1573619390337839105,2023-03,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846534,2,1573619390337839105,2023-04,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846535,2,1573619390337839105,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547686,2,1573619390337839105,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304278980391883,2,1573619390337839105,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:03,2022-11-30 09:58:59
1575382339217846538,2,1573619390337839105,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846539,2,1573619390337839105,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846540,2,1573619390337839105,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382339217846541,2,1573619390337839105,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399392523907893,2,1573619390337839105,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620751993467072,2,1573619390371393538,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620751993467073,2,1573619390371393538,2022-09,0,9,11,0,0.0,1.223,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620751993467074,2,1573619390371393538,2022-10,0,9,11,0,0.0,1.223,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620751993467075,2,1573619390371393538,2022-11,0,9,11,0,0.0,1.223,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620751993467076,2,1573619390371393538,2022-12,0,9,11,0,0.0,1.223,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1575382338601283590,2,1573619390371393538,2023-01,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283591,2,1573619390371393538,2023-02,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283592,2,1573619390371393538,2023-03,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283593,2,1573619390371393538,2023-04,0,0,0,0,0.0,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283594,2,1573619390371393538,2023-05,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1574297305098547558,2,1573619390371393538,2023-06,0,0,0,0,0.2,1.2,1,2022-09-26 15:18:21,2022-11-30 09:58:59
1574304278980391627,2,1573619390371393538,2023-07,0,0,0,0,0.2,1.2,1,2022-09-26 15:46:03,2022-11-30 09:58:59
1575382338601283597,2,1573619390371393538,2023-08,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283598,2,1573619390371393538,2023-09,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283599,2,1573619390371393538,2023-10,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575382338601283600,2,1573619390371393538,2023-11,0,0,0,0,0.2,1.2,1,2022-09-29 15:09:53,2022-11-30 09:58:59
1575399392129642696,2,1573619390371393538,2023-12,0,0,0,0,0.2,1.2,1,2022-09-29 16:17:39,2022-11-30 09:58:59
1573620751670505619,2,1573619390383976449,2022-08,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
1573620751670505620,2,1573619390383976449,2022-09,0,0,0,0,0.0,1.2,1,2022-09-24 18:29:58,2022-11-30 09:58:58
