id,plan_type,supplier_id,physical_supplier_id,brand,channel,age_group,fabric_category,item_capacity_group,year,quarter,forced_shared_capacity_availability,valid,create_time,update_time
1573620750567403580,2,1573619395886903297,0003001712,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209623,2,1573619393848471554,0003001712,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209513,2,1573619392938307586,0003001712,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209433,2,1573619392237858818,0003001733,森马,森马线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209249,2,1573619390581108737,0003001733,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209361,2,1573619391495467010,0003001756,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209275,2,1573619390778241026,0003001757,巴拉巴拉,巴拉巴拉线上,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403585,2,1573619395920457730,0003001757,巴拉巴拉,巴拉巴拉线上,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403550,2,1573619395551358978,0003001757,巴拉巴拉,巴拉巴拉线下,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209443,2,1573619392321744898,0003001757,巴拉巴拉,巴拉巴拉线下,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403615,2,1573619396264390657,0003001764,巴拉巴拉,巴拉巴拉线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209404,2,1573619391872954370,0003001764,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209572,2,1573619393387098114,0003001782,森马,森马线上,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209699,2,1573619394850910210,0003001813,马卡乐,马卡乐线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209464,2,1573619392497905665,0003001861,森马,森马线上,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403551,2,1573619395563941890,0003001866,巴拉巴拉,巴拉巴拉线上,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209559,2,1573619393299017729,0003001866,巴拉巴拉,巴拉巴拉线上,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209593,2,1573619393559064578,0003001866,马卡乐,马卡乐线下,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209358,2,1573619391470301186,0003001866,马卡乐,马卡乐线下,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209461,2,1573619392460156930,0003001890,Mini巴拉,Mini巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209267,2,1573619390723715074,0003001912,马卡乐,马卡乐线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209651,2,1573619394276290562,0003001912,马卡乐,马卡乐线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209666,2,1573619394406313986,0003001912,马卡乐,马卡乐线下,非婴童,梭织,梭织裙子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209422,2,1573619392057503746,0003001915,马卡乐,马卡乐线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209376,2,1573619391600324610,0003001915,马卡乐,马卡乐线下,婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403616,2,1573619396276973570,0003001915,马卡乐,马卡乐线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209252,2,1573619390610468867,0003001915,马卡乐,马卡乐线下,非婴童,梭织,梭织裙子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209309,2,1573619391097008129,0003001915,马卡乐,马卡乐线下,非婴童,梭织,梭织裤子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209645,2,1573619394234347521,0003001940,巴拉巴拉,巴拉巴拉线上,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209333,2,1573619391281557506,0003001940,巴拉巴拉,巴拉巴拉线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209297,2,1573619390958596098,0003001940,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403610,2,1573619396188893186,0003001940,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209612,2,1573619393697476609,0003002012,巴拉巴拉,巴拉巴拉线下,婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209223,2,1573619390207815681,0003002012,巴拉巴拉,巴拉巴拉线下,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403554,2,1573619395601690626,0003002029,森马,森马线上,非婴童,梭织,梭织外套,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403568,2,1573619395744296962,0003002042,巴拉巴拉,巴拉巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403627,2,1573619396419579906,0003002042,马卡乐,马卡乐线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209481,2,1573619392640512002,0003002042,马卡乐,马卡乐线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209347,2,1573619391382220803,0003002093,巴拉巴拉,巴拉巴拉线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209637,2,1573619393978494978,0003002093,巴拉巴拉,巴拉巴拉线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209604,2,1573619393634562049,0003002093,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209240,2,1573619390501416962,0003002095,马卡乐,马卡乐线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209485,2,1573619392674066434,0003002095,马卡乐,马卡乐线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209690,2,1573619394737664001,0003002120,巴拉巴拉,巴拉巴拉线上,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209615,2,1573619393756196865,0003002120,巴拉巴拉,巴拉巴拉线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209398,2,1573619391826817026,0003002160,巴拉巴拉,巴拉巴拉线上,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209322,2,1573619391189282818,0003002160,巴拉巴拉,巴拉巴拉线上,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209362,2,1573619391499661313,0003002160,巴拉巴拉,巴拉巴拉线下,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209546,2,1573619393210937346,0003002160,巴拉巴拉,巴拉巴拉线下,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750567403543,2,1573619395475861505,0003002160,马卡乐,马卡乐线下,婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209665,2,1573619394397925377,0003002160,马卡乐,马卡乐线下,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209499,2,1573619392774729729,0003002171,马卡乐,马卡乐线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209638,2,1573619393978494979,0003002198,森马,森马线上,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209296,2,1573619390937624577,0003002198,森马,森马线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209393,2,1573619391784873986,0003002198,马卡乐,马卡乐线下,婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209317,2,1573619391159922689,0003002198,马卡乐,马卡乐线下,非婴童,针织,针织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209598,2,1573619393592619010,0003002213,森马,森马线下,非婴童,毛织,毛织大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209420,2,1573619392049115138,0003002215,马卡乐,马卡乐线下,非婴童,梭织,梭织裙子,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
1573620750563209630,2,1573619393923969025,0003002230,森马,森马线下,非婴童,牛仔,牛仔大类,2022,Q1,0,1,2022-09-24 18:29:58,2022-11-30 09:58:57
